Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
Verify user must see 'Register Button' text in white color.,EL-105,10139,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,05/Sep/21 1:52 PM,07/Sep/21 12:45 PM,09/Sep/21 5:37 AM,07/Sep/21 12:45 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-102,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000sa:,,EL Sprint 1,,,,,,,,Done
Verify whether 'Register' field is mandatory.,EL-104,10138,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,05/Sep/21 1:49 PM,07/Sep/21 12:33 PM,09/Sep/21 5:37 AM,07/Sep/21 12:33 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-21,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000s2:,,EL Sprint 1,,,,,,,,Done
Verify after clicking 'Register Button' if user not filled mandatory fields then that turns to red color.,EL-103,10137,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,05/Sep/21 1:42 PM,07/Sep/21 12:45 PM,09/Sep/21 5:37 AM,07/Sep/21 12:45 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-102,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ru:,,EL Sprint 1,,,,,,,,Done
Verify user should get alert message if not filled mandatory fields after clicking 'Register Button'.,EL-102,10136,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,05/Sep/21 1:36 PM,07/Sep/21 12:45 PM,09/Sep/21 5:37 AM,07/Sep/21 12:45 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-101,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000rm:,,EL Sprint 1,,,,,,,,Done
Verify after clicking 'Register Button' user should be able to navigate to home page of E-learning after filling all mandatory details of registration form.,EL-101,10135,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,05/Sep/21 1:29 PM,07/Sep/21 12:45 PM,09/Sep/21 5:37 AM,07/Sep/21 12:45 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-100,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000re:,,EL Sprint 1,,,,,,,,Done
Verify whether 'Register button' color is blue.,EL-100,10134,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,05/Sep/21 1:24 PM,07/Sep/21 12:45 PM,09/Sep/21 5:37 AM,07/Sep/21 12:45 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-99,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000r6:,,EL Sprint 1,,,,,,,,Done
Verify whether 'Register button' is clickable.,EL-99,10133,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,05/Sep/21 1:21 PM,07/Sep/21 12:45 PM,09/Sep/21 5:37 AM,07/Sep/21 12:45 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-98,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000qy:,,EL Sprint 1,,,,,,,,Done
Verify whether 'Register' field type is button.,EL-98,10132,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,05/Sep/21 1:11 PM,07/Sep/21 12:45 PM,09/Sep/21 5:37 AM,07/Sep/21 12:45 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-97,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000qq:,,EL Sprint 1,,,,,,,,Done
Verify whether 'What do you want to do ?' field is mandatory.,EL-97,10131,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 1:24 PM,07/Sep/21 12:46 PM,09/Sep/21 5:37 AM,07/Sep/21 12:46 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-93,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000qi:,,EL Sprint 1,,,,,,,,Done
Verify user should enter valid template link for 'Linkedin Profile URL' field.,EL-96,10130,Test,Block,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 12:20 PM,07/Sep/21 12:44 PM,09/Sep/21 5:37 AM,,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-92,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000qa:,,EL Sprint 1,,,,,,,,In Progress
Verify user should not be able to enter more than 100 characters in 'Linkedin Profile URL' field.,EL-95,10129,Test,Block,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 12:17 PM,07/Sep/21 12:44 PM,09/Sep/21 5:37 AM,,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-91,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000q2:,,EL Sprint 1,,,,,,,,In Progress
Verify user is able to enter alphanumeric characters in 'Linkedin Profile URL' field.,EL-94,10128,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 12:16 PM,07/Sep/21 12:44 PM,09/Sep/21 5:37 AM,07/Sep/21 12:44 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-90,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000pu:,,EL Sprint 1,,,,,,,,Done
Verify whether 'Linkedin Profile URL' field is mandatory or not.,EL-93,10127,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 12:12 PM,07/Sep/21 12:44 PM,09/Sep/21 5:37 AM,07/Sep/21 12:44 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-89,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000pm:,,EL Sprint 1,,,,,,,,Done
Verify user should enter valid template link for 'Skype' field.,EL-92,10126,Test,Block,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 11:46 AM,07/Sep/21 12:43 PM,09/Sep/21 5:37 AM,,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-91,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000pe:,,EL Sprint 1,,,,,,,,In Progress
Verify user should not be able to enter more than 100 characters in 'Skype' field.,EL-91,10125,Test,Block,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 11:42 AM,07/Sep/21 12:43 PM,09/Sep/21 5:37 AM,,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-88,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000p6:,,EL Sprint 1,,,,,,,,In Progress
Verify user is able to enter alphanumeric characters in 'Skype' field.,EL-90,10124,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 11:13 AM,07/Sep/21 12:43 PM,09/Sep/21 5:37 AM,07/Sep/21 12:43 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-86,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000oy:,,EL Sprint 1,,,,,,,,Done
Verify whether 'Skype' field is mandatory.,EL-89,10123,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 11:09 AM,07/Sep/21 12:43 PM,07/Sep/21 12:43 PM,07/Sep/21 12:43 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-85,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000oq:,,EL Sprint 1,,,,,,,,Done
Verify user should not be able to enter more than 100 characters in 'Code' field.,EL-88,10122,Test,Block,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 10:50 AM,07/Sep/21 12:41 PM,09/Sep/21 5:37 AM,,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-87,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000oi:,,EL Sprint 1,,,,,,,,In Progress
Verify user is not be able to enter special symbols in 'Code' field.,EL-87,10121,Test,Block,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 10:47 AM,08/Sep/21 8:51 AM,09/Sep/21 5:37 AM,,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-86,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000oa:,,EL Sprint 1,,,,,,,,In Progress
Verify user is able to enter alphanumeric characters in 'Code' field.,EL-86,10120,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 10:44 AM,07/Sep/21 12:43 PM,09/Sep/21 5:37 AM,07/Sep/21 12:43 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-85,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000o2:,,EL Sprint 1,,,,,,,,Done
Verify whether 'Code' field is not mandatory.,EL-85,10119,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 10:41 AM,07/Sep/21 12:42 PM,07/Sep/21 12:42 PM,07/Sep/21 12:42 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-21,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000nu:,,EL Sprint 1,,,,,,,,Done
Verify 'Language' field having drop down list have scrolling option works for Downside arrow.,EL-84,10118,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 10:34 AM,07/Sep/21 12:41 PM,09/Sep/21 5:37 AM,07/Sep/21 12:41 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-83,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000nm:,,EL Sprint 1,,,,,,,,Done
Verify 'Language' field having drop down list have scrolling option works for Upside arrow.,EL-83,10117,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 10:31 AM,07/Sep/21 12:41 PM,09/Sep/21 5:37 AM,07/Sep/21 12:41 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-82,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ne:,,EL Sprint 1,,,,,,,,Done
Verify 'Language' field having drop down list has scrolling option.,EL-82,10116,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 10:26 AM,07/Sep/21 12:41 PM,09/Sep/21 5:37 AM,07/Sep/21 12:41 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-81,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000n6:,,EL Sprint 1,,,,,,,,Done
Verify 'Language' field having default language English.,EL-81,10115,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 9:55 AM,07/Sep/21 12:41 PM,09/Sep/21 5:37 AM,07/Sep/21 12:41 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-80,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000my:,,EL Sprint 1,,,,,,,,Done
Verify whether user is able to search language with matching characters entered in 'Language' field .,EL-80,10114,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 9:39 AM,07/Sep/21 12:41 PM,09/Sep/21 5:37 AM,07/Sep/21 12:41 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-79,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000mq:,,EL Sprint 1,,,,,,,,Done
Verify whether user is able to see search box in 'Language' field drop down list.,EL-79,10113,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 9:34 AM,07/Sep/21 12:41 PM,09/Sep/21 5:37 AM,07/Sep/21 12:41 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-75,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000mi:,,EL Sprint 1,,,,,,,,Done
Verify whether user is able to choose different language from 'Language' field's drop down list.,EL-78,10112,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 9:29 AM,07/Sep/21 12:41 PM,09/Sep/21 5:37 AM,07/Sep/21 12:41 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-75,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ma:,,EL Sprint 1,,,,,,,,Done
Verify whether user  can see different  languages in 'Language' field's drop down list .,EL-77,10111,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 9:22 AM,07/Sep/21 12:41 PM,09/Sep/21 5:37 AM,07/Sep/21 12:41 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-76,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000m2:,,EL Sprint 1,,,,,,,,Done
Verify whether user can click 'Language' field's drop down list or not.,EL-76,10110,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 9:20 AM,07/Sep/21 12:41 PM,09/Sep/21 5:37 AM,07/Sep/21 12:41 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-75,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000lu:,,EL Sprint 1,,,,,,,,Done
Verify whether user is able to see 'Language' field drop down list.,EL-75,10109,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 9:15 AM,07/Sep/21 12:41 PM,09/Sep/21 5:37 AM,07/Sep/21 12:41 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-74,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000lm:,,EL Sprint 1,,,,,,,,Done
Verify whether 'Language' field is mandatory or not.,EL-74,10108,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 9:07 AM,07/Sep/21 12:41 PM,09/Sep/21 5:37 AM,07/Sep/21 12:41 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-68,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000le:,,EL Sprint 1,,,,,,,,Done
"Verify  the placeholder of 'Phone' field should be"" "".",EL-73,10107,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 8:57 AM,07/Sep/21 12:40 PM,09/Sep/21 5:37 AM,07/Sep/21 12:40 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-64,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000l6:,,EL Sprint 1,,,,,,,,Done
Verify user should not enter more than 12 numeric value in 'Phone' field .,EL-72,10106,Test,Block,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 8:51 AM,07/Sep/21 12:40 PM,09/Sep/21 5:37 AM,,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-71,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ky:,,EL Sprint 1,,,,,,,,In Progress
Verify user should not enter special symbol in 'Phone' field .,EL-71,10105,Test,Block,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 7:55 AM,07/Sep/21 12:40 PM,09/Sep/21 5:37 AM,,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-70,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000kq:,,EL Sprint 1,,,,,,,,In Progress
Verify user should not enter alphanumeric characters in 'Phone' field .,EL-70,10104,Test,Block,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 7:53 AM,07/Sep/21 12:40 PM,09/Sep/21 5:37 AM,,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-69,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ki:,,EL Sprint 1,,,,,,,,In Progress
Verify user should be able to enter numeric value in 'Phone' field .,EL-69,10103,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 7:51 AM,07/Sep/21 12:26 PM,09/Sep/21 5:37 AM,07/Sep/21 12:26 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-68,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ka:,,EL Sprint 1,,,,,,,,Done
Verify whether 'Phone' field is mandatory or not.,EL-68,10102,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 7:43 AM,07/Sep/21 12:26 PM,09/Sep/21 5:37 AM,07/Sep/21 12:26 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-62,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000k2:,,EL Sprint 1,,,,,,,,Done
